EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,Gender,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,Heure moyenne par jour sur l'annee,Nombre de jour travailles
3444,36,1,2,Research & Development,7,2,1,1,Research Scientist,56600,7,12,0,9,3,1,0,0,1,2,3,05:23:54,232
3445,26,1,3,Sales,2,3,0,2,Research Scientist,48210,6,14,2,6,2,3,1,2,1,3,3,07:30:44,239
3446,34,0,2,Research & Development,2,2,0,1,Sales Representative,64100,1,13,1,1,5,1,0,0,3,3,2,08:17:48,235
3447,28,0,2,Research & Development,10,3,0,2,Sales Representative,52100,1,15,0,1,1,1,0,0,4,3,4,06:51:47,230
3448,38,0,3,Sales,9,4,0,2,Research Scientist,26950,3,14,1,8,4,2,2,2,3,3,1,06:38:01,228
3449,50,0,2,Research & Development,5,4,0,1,Sales Executive,118780,2,13,1,29,2,8,7,7,2,2,3,08:46:33,239
3450,37,0,2,Research & Development,1,3,0,1,Laboratory Technician,170680,3,23,0,8,6,4,0,1,4,2,3,06:48:34,244
3451,40,0,2,Human Resources,2,3,0,5,Sales Executive,24550,1,15,1,8,2,7,7,5,3,2,3,05:40:14,243
3452,26,0,3,Research & Development,3,3,0,2,Laboratory Technician,139640,1,11,2,5,1,5,1,3,1,3,2,06:54:53,234
3453,46,0,2,Research & Development,2,1,1,3,Research Scientist,49410,9,13,2,23,2,2,2,2,4,3,2,06:50:51,242
3454,54,0,2,Research & Development,5,3,1,2,Manufacturing Director,24780,6,11,0,13,0,9,7,0,3,3,3,06:59:39,240
3455,56,0,3,Research & Development,1,2,1,2,Manufacturing Director,52280,2,11,0,18,4,5,0,3,1,3,3,06:15:27,236
3456,36,0,2,Research & Development,4,2,1,2,Human Resources,44780,0,18,1,15,3,14,7,8,4,2,3,05:53:47,232
3457,55,0,1,Research & Development,2,3,1,2,Manager,75470,7,16,0,31,2,9,6,2,3,4,2,05:29:39,235
3458,43,0,2,Sales,25,2,0,3,Research Scientist,50550,5,22,0,18,2,1,0,0,3,3,2,06:55:28,229
3459,20,1,3,Sales,8,3,0,3,Sales Executive,34640,1,20,0,2,3,2,0,2,4,3,2,08:04:26,232
3460,21,1,2,Research & Development,1,4,0,1,Manager,57750,1,18,0,1,2,1,1,0,3,2,3,06:00:59,238
3461,46,0,2,Sales,12,3,1,3,Healthcare Representative,89430,8,12,1,19,6,16,1,7,4,3,3,10:08:54,241
3462,51,1,2,Sales,23,3,1,2,Research Scientist,192720,9,20,0,18,2,10,2,7,1,4,3,07:40:04,230
3463,28,1,1,Research & Development,19,4,1,4,Laboratory Technician,52380,1,17,1,10,4,10,1,9,2,2,2,06:35:12,233
3464,26,0,2,Research & Development,5,4,1,2,Sales Executive,46820,1,11,1,6,3,5,1,3,1,3,1,06:37:25,230
3465,30,0,2,Research & Development,8,3,1,1,Sales Executive,183000,0,14,0,7,6,6,0,2,3,2,3,05:43:10,241
3466,41,0,2,Sales,1,4,1,1,Research Director,52570,1,14,0,10,2,10,0,8,2,3,4,07:18:13,241
3467,38,0,2,Research & Development,5,3,0,1,Sales Executive,63490,0,11,0,20,3,19,1,9,3,2,3,06:25:15,229
3468,40,0,2,Sales,1,4,0,1,Sales Executive,48690,4,12,0,14,2,11,11,1,1,3,3,07:17:49,241
3469,27,0,1,Sales,11,3,1,2,Laboratory Technician,99850,1,14,1,3,3,3,1,2,1,3,2,07:13:37,236
3470,55,0,3,Research & Development,23,5,0,3,Laboratory Technician,36970,3,13,1,23,1,3,1,2,4,3,3,05:57:48,233
3471,28,0,2,Research & Development,1,3,0,2,Healthcare Representative,74570,3,11,2,10,1,8,1,7,3,4,4,05:57:37,237
3472,44,1,2,Research & Development,18,4,1,2,Sales Executive,21190,9,15,0,24,3,20,3,6,2,3,3,05:45:05,243
3473,33,0,2,Sales,23,4,1,4,Sales Executive,39830,4,12,0,9,3,3,1,2,4,3,3,05:48:17,238
3474,35,1,2,Sales,7,4,0,3,Sales Representative,61180,0,21,1,9,3,8,4,7,4,3,2,08:59:27,239
3475,33,1,3,Research & Development,1,2,1,1,Sales Executive,62140,1,19,2,14,3,13,3,8,1,3,3,07:10:46,241
3476,28,0,2,Human Resources,1,1,0,2,Research Scientist,63470,1,15,1,4,2,4,2,2,1,2,3,06:06:34,237
3477,34,0,3,Sales,29,4,0,1,Research Scientist,115100,0,14,1,7,5,6,0,4,1,2,3,05:49:45,228
3478,37,0,2,Research & Development,7,4,0,4,Sales Executive,71430,2,21,0,8,6,1,0,0,4,3,2,09:38:44,237
3479,25,1,2,Human Resources,25,4,1,2,Research Scientist,82680,1,12,0,7,3,7,5,6,4,4,2,10:06:09,241
3480,26,1,2,Sales,8,2,0,2,Sales Executive,80950,1,15,0,1,3,1,0,0,1,2,4,07:04:45,236
3481,33,1,2,Research & Development,8,2,0,4,Manufacturing Director,29040,4,13,0,5,2,2,2,2,1,3,3,09:36:49,246
3482,42,0,2,Research & Development,11,1,0,4,Research Scientist,60320,0,14,0,23,2,22,13,7,4,3,2,06:08:22,235
3483,28,1,3,Research & Development,7,3,0,2,Manager,29760,1,14,0,1,3,1,0,0,1,3,3,05:37:28,233
3484,50,1,3,Research & Development,1,4,0,2,Research Scientist,159920,3,14,0,5,3,0,0,0,4,3,3,09:27:46,235
3485,33,0,3,Sales,9,3,1,2,Research Scientist,46490,0,12,0,4,2,3,0,2,4,3,2,07:28:15,243
3486,34,0,1,Sales,1,1,1,2,Research Director,26960,3,23,0,6,3,0,0,0,3,3,3,06:30:53,240
3487,48,0,1,Sales,2,1,0,2,Sales Executive,23700,2,11,0,27,3,5,2,1,1,2,3,05:31:56,234
3488,45,0,1,Research & Development,1,3,1,2,Human Resources,125040,1,12,1,15,2,15,4,12,2,3,3,05:16:21,229
3489,52,0,2,Sales,1,3,0,1,Sales Executive,59740,7,18,1,18,6,8,4,0,2,3,3,07:00:50,229
3490,38,0,2,Research & Development,6,2,0,1,Research Scientist,47360,0,11,1,9,3,8,2,7,3,3,2,09:54:42,242
3491,29,0,2,Research & Development,8,3,1,4,Research Scientist,52960,4,14,0,11,3,7,1,7,3,3,4,05:29:05,226
3492,28,0,2,Human Resources,1,3,1,4,Laboratory Technician,67810,0,15,1,10,2,9,1,7,4,2,3,06:00:18,227
3493,46,0,2,Research & Development,6,4,0,3,Sales Executive,21740,3,11,1,23,3,12,4,9,1,3,3,05:37:53,230
3494,38,0,2,Research & Development,7,4,0,1,Sales Executive,66530,7,20,1,10,2,1,0,0,4,3,3,06:38:23,234
3495,43,0,3,Research & Development,5,3,1,2,Laboratory Technician,96990,8,19,1,18,3,8,0,1,3,3,3,06:12:56,229
3496,39,1,3,Sales,1,3,0,2,Healthcare Representative,67550,7,14,1,21,2,18,11,5,1,3,3,06:31:09,237
3497,40,0,2,Research & Development,1,1,0,1,Healthcare Representative,22130,1,17,0,21,4,20,4,9,3,4,3,05:18:31,230
3498,21,0,2,Research & Development,1,4,1,1,Research Scientist,26100,1,11,1,2,3,2,2,2,4,4,2,09:54:26,247
3499,39,0,1,Research & Development,6,3,0,1,Laboratory Technician,28510,9,15,0,9,2,5,0,3,3,2,3,05:25:59,229
3500,36,0,1,Research & Development,1,3,0,3,Sales Representative,34520,2,13,3,18,4,11,0,9,1,3,4,06:32:07,237
3501,31,0,3,Research & Development,7,3,0,1,Sales Executive,52580,0,14,3,3,5,2,2,2,3,3,3,05:47:11,229
3502,28,0,2,Sales,2,4,0,1,Sales Executive,93550,0,11,0,6,4,5,0,4,1,1,3,06:48:16,237
3503,35,0,3,Research & Development,9,2,1,1,Manufacturing Director,104960,1,13,1,5,2,5,0,2,4,3,3,05:45:21,227
3504,49,0,2,Sales,2,2,1,1,Sales Executive,63800,6,23,1,22,1,9,2,3,4,3,2,06:35:15,238
3505,34,0,3,Sales,9,1,0,2,Sales Executive,26570,2,13,1,5,3,3,0,2,4,2,2,07:11:14,235
3506,29,0,3,Research & Development,1,4,0,3,Research Scientist,27160,0,18,0,8,2,7,1,1,4,2,1,06:19:51,233
3507,42,0,2,Sales,21,2,1,1,Healthcare Representative,22010,4,12,1,16,3,1,0,0,2,3,4,06:15:57,227
3508,29,0,2,Sales,4,2,1,2,Healthcare Representative,65400,1,22,0,10,2,10,1,2,2,2,1,10:11:25,244
3509,38,0,2,Research & Development,1,3,1,1,Human Resources,38160,1,13,2,7,2,7,5,0,3,4,2,05:49:25,234
3510,28,0,3,Sales,6,4,0,1,Manager,52530,1,15,0,3,2,3,0,2,3,3,3,09:46:35,239
3511,18,1,1,Research & Development,2,4,0,3,Laboratory Technician,109650,1,18,0,0,5,0,0,0,3,3,4,06:28:25,241
3512,33,1,2,Research & Development,3,2,0,1,Sales Executive,49360,0,14,0,6,2,5,0,3,1,3,2,08:17:47,241
3513,41,0,2,Research & Development,4,2,0,2,Research Scientist,25430,3,12,0,6,3,1,0,0,2,3,3,07:17:30,235
3514,31,1,3,Sales,10,3,1,1,Research Director,53040,1,17,0,2,3,2,2,2,3,2,4,06:18:31,231
3515,37,0,2,Research & Development,23,3,0,3,Manufacturing Director,166590,7,16,1,9,2,6,1,3,3,3,3,06:59:47,229
3516,27,0,2,Research & Development,6,2,1,1,Healthcare Representative,42600,1,11,2,4,2,4,2,2,4,3,3,06:44:34,239
3517,34,0,2,Sales,1,1,1,2,Laboratory Technician,24760,1,19,0,6,2,6,1,3,2,2,3,06:19:34,233
3518,35,0,2,Research & Development,6,3,1,3,Laboratory Technician,31020,1,13,1,6,3,5,1,4,3,1,2,06:02:26,232
3519,29,1,2,Research & Development,6,3,0,1,Sales Executive,22440,1,12,3,11,5,11,3,10,4,1,1,06:10:30,238
3520,40,0,3,Research & Development,2,4,0,4,Human Resources,75960,9,11,0,20,0,18,2,13,2,2,1,06:02:56,235
3521,42,1,3,Sales,2,4,0,1,Laboratory Technician,22850,0,16,0,22,3,21,13,14,3,2,1,07:03:57,229
3522,42,0,2,Research & Development,1,2,0,4,Laboratory Technician,30340,7,21,1,9,3,6,1,5,2,4,2,06:45:38,229
3523,35,0,2,Research & Development,5,3,0,1,Healthcare Representative,57150,6,24,2,10,0,8,1,7,4,3,3,06:11:31,227
3524,24,0,2,Sales,7,4,1,1,Laboratory Technician,25760,8,17,3,6,3,4,1,2,4,3,3,07:06:59,234
3525,28,1,2,Research & Development,15,4,0,2,Sales Executive,41970,1,13,0,1,3,1,0,0,3,2,1,09:42:17,245
3526,26,0,2,Research & Development,1,4,0,2,Sales Representative,143360,1,21,1,8,3,8,0,7,1,3,3,06:40:11,233
3527,30,0,2,Research & Development,7,2,1,1,Manufacturing Director,34480,1,11,0,10,3,10,1,4,3,3,3,06:55:25,235
3528,40,0,3,Research & Development,26,4,0,2,Research Scientist,194060,3,20,3,16,2,1,0,0,3,1,3,09:51:45,246
3529,35,0,2,Research & Development,18,5,1,2,Research Scientist,65380,2,16,1,15,3,7,6,4,3,4,3,06:11:48,234
3530,34,0,3,Research & Development,6,2,0,1,Research Director,43060,0,11,0,14,2,13,4,9,4,3,3,06:51:36,238
3531,35,0,3,Research & Development,3,3,1,2,Laboratory Technician,22580,1,11,1,2,2,2,2,2,4,4,3,07:19:24,240
3532,43,1,2,Sales,5,3,1,3,Research Scientist,45220,8,15,1,7,3,4,1,3,1,2,3,06:39:39,232
3533,32,0,1,Research & Development,11,2,1,2,Research Scientist,44870,1,11,0,1,5,1,0,0,3,3,2,06:03:51,240
3534,56,0,2,Research & Development,3,2,0,2,Healthcare Representative,44490,NA,15,0,28,3,5,4,2,4,3,1,05:42:34,237
3535,29,0,2,Research & Development,26,1,0,1,Laboratory Technician,22180,1,24,1,10,1,10,0,8,NA,3,3,06:36:56,230
3536,19,0,2,Research & Development,23,4,0,2,Laboratory Technician,191970,1,12,0,1,2,1,0,0,3,3,3,06:29:56,232
3537,45,0,2,Research & Development,22,3,1,2,Sales Representative,132120,4,13,0,7,4,3,0,2,1,2,3,07:56:51,236
3538,37,0,2,Research & Development,14,4,0,3,Research Scientist,65770,1,13,0,14,1,14,3,11,4,2,1,05:59:42,229
3539,20,0,2,Research & Development,6,3,0,5,Research Director,83920,1,17,0,2,5,2,1,2,1,2,3,05:56:30,232
3540,44,1,2,Human Resources,6,2,0,3,Sales Executive,45580,1,13,1,6,2,6,0,2,3,3,1,09:51:01,247
3541,53,0,2,Research & Development,6,4,0,1,Research Director,40310,3,12,1,26,3,7,4,7,4,3,2,05:33:50,241
3542,29,0,2,Research & Development,23,3,0,1,Sales Executive,79690,0,14,0,6,3,5,1,3,2,2,3,08:13:44,241
3543,22,1,3,Research & Development,22,4,0,1,Sales Representative,26540,0,24,0,1,5,0,0,0,3,3,2,09:16:26,245
3544,46,0,2,Research & Development,2,3,0,2,Research Scientist,165550,8,14,2,28,4,26,15,9,3,3,3,05:19:23,232
3545,44,0,1,Research & Development,20,3,0,1,Sales Representative,45560,2,13,0,6,4,0,0,0,4,3,3,05:33:24,234
3546,33,0,2,Research & Development,28,4,1,1,Manager,60910,1,15,0,5,6,5,1,4,2,3,1,07:21:04,246
3547,41,1,1,Research & Development,12,3,0,2,Sales Representative,195660,6,16,0,5,2,1,0,0,1,1,4,06:42:56,244
3548,30,0,2,Sales,20,3,0,3,Sales Executive,48100,8,18,0,8,3,4,0,3,3,3,2,06:59:34,243
3549,40,0,3,Sales,9,3,0,1,Manufacturing Director,45230,5,16,1,5,5,0,0,0,2,3,4,06:07:52,235
3550,50,0,3,Research & Development,25,4,1,2,Healthcare Representative,32020,2,24,1,32,2,2,2,2,4,3,3,06:25:50,234
3551,28,0,2,Research & Development,6,3,0,2,Research Scientist,23510,1,16,0,6,4,6,3,3,4,3,3,06:26:20,235
3552,46,0,2,Research & Development,8,4,0,3,Manager,17020,5,21,0,25,2,4,0,3,4,3,3,06:43:11,240
3553,35,0,2,Sales,4,4,0,1,Laboratory Technician,180410,3,20,1,15,3,7,1,7,3,3,2,07:58:03,245
3554,24,1,2,Human Resources,28,4,0,3,Manufacturing Director,28860,1,19,1,1,5,1,0,0,4,1,3,05:57:59,236
3555,33,0,3,Research & Development,9,2,1,1,Sales Executive,20970,1,14,2,10,5,10,0,1,2,2,2,05:14:03,227
3556,36,0,2,Research & Development,9,2,0,2,Sales Executive,119350,1,11,3,7,6,7,1,7,3,3,4,06:01:46,238
3557,30,0,2,Sales,29,3,0,1,Sales Executive,25460,1,14,1,10,2,10,8,9,3,2,3,05:24:59,235
3558,44,0,2,Research & Development,3,4,0,2,Research Scientist,25640,1,12,3,20,3,20,13,17,4,3,1,07:08:25,245
3559,20,0,2,Research & Development,18,4,0,1,Human Resources,84120,1,13,0,2,2,2,2,2,3,3,2,05:31:43,229
3560,46,0,2,Sales,9,1,1,1,Sales Executive,141180,2,22,0,12,3,6,1,4,4,2,3,05:39:09,237
3561,42,0,1,Research & Development,5,4,0,5,Sales Executive,170460,7,11,0,10,3,4,0,3,4,4,2,06:59:56,244
3562,60,0,2,Sales,2,2,0,2,Sales Executive,25640,0,14,1,12,3,11,1,9,2,3,3,08:04:29,245
3563,32,0,3,Sales,10,3,1,1,Sales Executive,102660,1,11,0,2,3,2,2,2,3,3,3,06:47:14,243
3564,32,0,3,Research & Development,9,3,1,2,Research Scientist,50700,4,12,1,10,6,8,0,7,4,3,3,07:20:45,228
3565,36,0,2,Sales,3,2,0,4,Healthcare Representative,178610,2,18,0,17,2,7,7,7,3,3,2,07:18:59,239
3566,33,0,2,Sales,26,2,0,1,Research Scientist,42300,0,12,0,15,0,14,4,10,1,3,3,05:21:05,228
3567,40,0,2,Research & Development,1,3,1,2,Research Scientist,37800,7,12,0,7,2,5,1,3,2,4,1,06:27:09,230
3568,25,0,2,Research & Development,6,2,1,1,Laboratory Technician,27680,0,22,1,5,0,4,1,1,3,3,3,07:27:45,243
3569,30,0,2,Sales,9,3,1,1,Research Scientist,90710,0,19,1,12,2,11,5,7,4,3,2,08:16:18,235
3570,42,0,3,Human Resources,8,2,0,1,Sales Executive,106480,3,13,1,20,1,1,0,0,1,3,3,08:39:44,239
3571,35,0,1,Research & Development,1,1,0,2,Sales Executive,136100,4,22,2,16,4,13,4,12,3,2,2,09:03:35,241
3572,27,0,2,Research & Development,7,3,0,3,Manufacturing Director,34080,1,24,0,9,2,9,6,8,1,2,3,08:17:03,236
3573,54,0,3,Research & Development,9,2,0,2,Sales Representative,29830,7,14,1,33,2,5,1,4,4,1,2,05:49:26,242
3574,44,0,2,Human Resources,4,4,0,5,Laboratory Technician,76320,1,21,0,10,3,10,7,7,1,3,3,05:35:52,243
3575,19,1,1,Sales,2,2,0,3,Healthcare Representative,98240,1,18,0,1,2,1,0,0,1,4,3,07:40:09,238
3576,29,0,2,Research & Development,19,4,0,1,Manufacturing Director,99500,1,20,0,3,3,3,1,2,1,3,3,06:33:40,232
3577,54,0,2,Research & Development,9,4,0,2,Sales Executive,20930,3,19,0,36,2,10,0,9,4,3,3,07:09:56,243
3578,31,0,2,Research & Development,21,3,0,2,Laboratory Technician,99800,1,12,0,6,1,6,0,1,3,2,3,07:49:28,237
3579,31,0,2,Sales,24,1,1,1,Sales Executive,38940,1,12,0,10,3,10,1,8,3,3,4,06:19:36,226
3580,59,0,2,Research & Development,3,4,0,1,Research Scientist,40510,5,16,3,13,3,6,0,5,3,3,3,06:28:18,229
3581,43,0,2,Research & Development,11,2,0,3,Laboratory Technician,168350,3,17,1,25,3,8,0,7,3,3,3,05:48:46,231
3582,49,0,2,Sales,14,4,0,2,Research Scientist,62300,2,14,0,23,2,1,0,0,1,4,2,05:53:23,230
3583,36,0,3,Sales,5,2,1,1,Laboratory Technician,47170,1,19,1,12,3,11,0,7,3,2,3,05:18:54,229
3584,48,0,2,Research & Development,1,4,1,2,Laboratory Technician,132370,5,13,1,7,2,1,0,0,4,2,4,05:23:05,231
3585,27,0,2,Research & Development,6,4,0,2,Laboratory Technician,37550,1,19,0,5,2,5,0,3,1,3,3,07:18:51,239
3586,29,0,2,Sales,17,4,0,1,Laboratory Technician,65820,1,19,1,6,3,6,1,0,3,3,3,07:51:37,234
3587,48,0,2,Sales,1,1,0,2,Manufacturing Director,74060,6,14,2,25,2,1,0,0,4,4,3,05:44:44,243
3588,29,0,2,Research & Development,3,3,1,2,Healthcare Representative,48050,3,16,1,9,2,7,1,7,4,2,3,06:17:31,239
3589,34,0,2,Sales,9,4,1,2,Laboratory Technician,27410,0,15,1,2,3,1,0,0,3,2,3,05:26:59,237
3590,44,0,2,Research & Development,4,3,1,1,Laboratory Technician,42620,7,18,0,26,2,22,3,10,2,3,3,06:07:51,228
3591,33,0,2,Research & Development,8,2,1,2,Research Scientist,161840,0,13,1,10,2,9,0,8,4,3,4,10:10:33,242
3592,19,0,2,Sales,2,4,0,3,Laboratory Technician,115570,1,22,0,1,0,1,0,1,2,3,3,09:51:51,239
3593,23,0,2,Sales,2,3,0,3,Laboratory Technician,18780,1,13,1,1,2,1,0,1,4,3,3,06:54:27,241
3594,25,1,3,Research & Development,1,1,0,1,Manufacturing Director,109320,1,11,1,1,3,1,1,0,3,3,3,08:39:07,245
3595,26,0,2,Human Resources,9,3,0,2,Research Scientist,68110,1,11,1,8,4,8,2,2,3,2,3,07:52:05,236
3596,45,1,2,Human Resources,12,3,0,2,Laboratory Technician,43060,2,11,2,26,3,24,1,11,1,3,3,08:49:07,232
3597,55,0,1,Research & Development,27,3,1,2,Manager,48590,1,24,1,34,3,33,15,0,4,3,4,08:40:03,236
3598,21,1,3,Research & Development,20,2,1,4,Research Scientist,53370,1,14,1,2,2,2,2,2,1,1,3,06:57:55,240
3599,46,0,2,Research & Development,1,4,0,1,Manufacturing Director,23400,2,13,1,26,2,11,0,8,4,3,1,06:05:56,231
3600,34,0,2,Sales,13,4,0,3,Sales Representative,74910,0,14,1,4,3,3,0,2,3,3,2,08:15:20,242
3601,51,0,3,Research & Development,14,3,0,2,Research Director,105270,4,14,0,31,3,29,11,10,4,2,3,09:57:41,236
3602,59,0,2,Research & Development,4,2,0,2,Research Scientist,165950,6,21,1,25,2,9,5,4,4,2,3,06:03:15,239
3603,34,0,3,Sales,14,4,1,3,Research Scientist,88340,4,13,1,15,1,11,5,10,3,4,3,06:09:39,237
3604,28,0,3,Research & Development,2,3,1,1,Manager,55770,0,19,0,5,3,4,0,2,4,2,3,09:17:40,233
3605,44,0,2,Research & Development,3,4,0,2,Research Scientist,47070,1,17,0,26,4,25,14,13,3,2,1,06:57:48,233
3606,34,0,3,Sales,1,3,0,2,Sales Executive,24000,4,18,1,14,3,10,1,8,3,4,3,07:02:35,245
3607,35,0,2,Research & Development,9,3,0,4,Healthcare Representative,98240,0,19,0,4,2,3,2,2,3,3,3,09:21:41,233
3608,42,0,2,Research & Development,23,4,1,1,Manager,64470,6,13,0,18,3,1,0,0,2,3,3,08:18:50,231
3609,43,0,2,Research & Development,7,2,1,1,Laboratory Technician,195020,3,18,2,23,3,21,15,17,4,4,4,05:39:53,231
3610,36,0,2,Research & Development,2,4,0,1,Healthcare Representative,27250,9,21,1,18,4,16,5,12,3,3,2,09:33:00,235
3611,44,1,2,Research & Development,21,4,1,2,Laboratory Technician,62720,1,19,1,10,3,10,0,5,1,3,3,05:22:48,234
3612,28,0,3,Research & Development,2,3,1,2,Sales Representative,21270,1,14,0,2,3,2,2,2,4,3,3,08:48:08,237
3613,51,0,3,Sales,21,4,0,2,Research Scientist,182000,0,17,0,8,3,7,7,7,2,2,3,06:06:18,228
3614,30,0,1,Research & Development,2,4,0,1,Research Scientist,20960,7,11,3,10,2,8,1,7,3,3,3,08:32:17,234
3615,29,1,2,Research & Development,29,4,1,1,Sales Representative,28860,3,13,0,10,4,7,7,7,2,3,3,07:46:14,241
3616,28,0,2,Sales,1,4,1,2,Sales Representative,20330,2,15,1,5,5,3,1,2,4,2,3,06:13:23,237
3617,25,0,2,Research & Development,18,2,0,1,Research Scientist,36220,1,25,0,2,0,2,2,1,4,2,3,07:17:08,237
3618,32,0,2,Research & Development,10,4,1,1,Sales Executive,42330,1,11,0,10,5,10,0,8,3,4,3,05:55:22,227
3619,45,0,3,Research & Development,19,3,0,3,Laboratory Technician,36810,3,17,1,22,2,0,0,0,2,3,3,05:25:49,236
3620,39,0,2,Sales,29,1,1,1,Laboratory Technician,54600,6,13,2,21,3,19,15,2,3,3,3,07:24:37,230
3621,58,0,2,Research & Development,27,3,0,2,Laboratory Technician,21870,1,18,1,2,1,2,2,2,1,3,1,05:12:55,227
3622,32,1,2,Research & Development,5,3,1,1,Sales Executive,96020,1,13,1,10,3,10,1,1,4,3,3,05:49:29,235
3623,39,1,2,Research & Development,18,2,0,2,Laboratory Technician,28360,0,20,0,6,3,5,0,3,3,3,2,07:08:51,242
3624,30,0,2,Sales,9,1,0,4,Research Director,40890,0,18,0,10,2,9,6,7,1,3,4,05:30:52,232
3625,36,0,2,Sales,1,3,0,2,Sales Executive,166270,3,12,0,10,5,7,1,7,4,3,2,06:00:05,234
3626,46,0,2,Sales,4,3,0,1,Research Scientist,26190,6,12,1,10,3,7,5,7,4,4,2,07:01:21,238
3627,28,0,1,Research & Development,1,3,0,5,Sales Executive,56790,0,13,0,10,2,9,7,5,3,3,2,07:16:04,237
3628,50,0,2,Research & Development,20,2,1,5,Laboratory Technician,154020,4,21,0,25,3,3,1,2,4,3,2,09:49:55,247
3629,40,1,2,Sales,8,1,0,1,Laboratory Technician,59850,2,13,3,9,1,5,1,0,4,3,2,08:44:30,233
3630,52,1,2,Research & Development,3,2,0,3,Laboratory Technician,25790,9,19,1,10,1,8,7,7,2,2,3,08:58:05,233
3631,30,0,2,Research & Development,6,4,1,1,Sales Executive,30410,1,11,1,9,2,9,0,8,2,3,2,09:20:01,235
3632,39,0,2,Research & Development,26,1,0,2,Healthcare Representative,34470,0,14,0,9,5,8,1,7,1,3,3,05:10:51,226
3633,31,0,1,Research & Development,1,2,0,1,Sales Executive,195130,1,12,1,10,1,10,9,6,4,2,2,08:57:07,231
3634,41,0,1,Sales,6,3,1,1,Research Director,27730,1,11,0,19,3,19,11,9,3,3,3,07:19:06,245
3635,31,1,3,Research & Development,3,1,0,1,Sales Executive,71040,1,14,1,3,3,3,2,2,4,4,3,07:59:54,230
3636,44,1,2,Sales,5,3,0,1,Laboratory Technician,63220,4,11,1,10,2,3,1,2,1,4,3,05:21:23,232
3637,42,0,1,Research & Development,4,3,0,2,Laboratory Technician,20830,0,12,2,21,3,20,2,10,3,2,2,08:43:50,235
3638,55,0,2,Sales,11,3,0,2,Manufacturing Director,83810,4,15,1,23,3,19,9,11,4,3,3,06:00:41,238
3639,56,0,2,Sales,3,2,1,3,Manufacturing Director,26910,6,16,1,36,6,7,7,7,4,3,3,06:58:45,229
3640,40,0,1,Research & Development,1,1,0,1,Laboratory Technician,42860,9,15,0,6,6,4,0,0,3,3,3,06:36:17,238
3641,34,0,2,Research & Development,3,2,0,2,Research Director,26590,0,24,3,10,2,9,1,6,4,2,3,06:35:04,232
3642,40,0,2,Sales,4,3,0,2,Sales Executive,94340,1,13,1,9,3,9,8,8,3,3,2,05:19:13,231
3643,41,0,3,Sales,1,4,1,2,Healthcare Representative,55610,0,11,0,10,2,9,1,7,3,3,2,07:06:12,241
3644,35,0,3,Sales,1,2,0,2,Manager,66460,1,13,1,9,2,9,1,1,3,3,2,08:59:19,246
3645,51,0,2,Sales,18,2,0,4,Manufacturing Director,77250,1,13,1,33,2,33,0,10,3,3,3,08:58:24,246
3646,38,0,2,Sales,2,4,1,1,Research Scientist,107250,3,18,0,11,5,7,1,7,2,3,2,06:10:19,244
3647,34,0,2,Sales,4,3,0,2,Research Scientist,88470,1,16,0,10,3,10,9,6,3,4,4,06:18:28,228
3648,25,0,2,Research & Development,6,2,1,4,Research Scientist,20450,3,19,0,7,3,3,1,2,4,2,3,05:55:16,243
3649,58,1,2,Sales,1,4,0,2,Sales Executive,10090,7,13,2,31,3,10,5,9,3,2,4,07:39:58,235
3650,40,0,2,Research & Development,14,4,1,1,Research Scientist,33480,3,22,0,7,2,4,0,3,2,3,1,05:36:19,241
3651,36,0,3,Sales,16,2,0,1,Research Scientist,12810,2,11,0,17,2,15,6,13,1,2,3,05:19:39,227
3652,48,0,2,Research & Development,2,1,0,2,Research Scientist,28190,1,20,0,11,2,10,0,8,4,3,2,06:44:27,231
3653,27,0,2,Research & Development,2,3,1,2,Laboratory Technician,48510,8,18,0,5,2,1,0,0,3,3,3,06:21:23,234
3654,51,0,2,Research & Development,4,1,1,3,Manufacturing Director,40280,3,14,0,29,3,5,0,3,4,2,3,06:51:39,239
3655,18,0,1,Research & Development,1,4,0,2,Sales Executive,27200,1,22,1,0,2,0,0,0,4,NA,3,07:20:33,243
3656,35,0,2,Research & Development,1,4,1,2,Research Director,81200,0,13,0,10,2,9,0,0,4,3,2,06:44:42,243
3657,27,0,3,Research & Development,26,4,1,1,Research Director,46470,3,17,0,8,3,6,0,0,4,3,4,06:47:57,239
3658,55,1,2,Research & Development,19,3,0,1,Human Resources,46800,6,14,3,24,0,19,3,8,1,2,4,07:56:13,239
3659,56,0,2,Research & Development,24,4,0,2,Laboratory Technician,32210,4,15,2,33,2,19,15,9,4,3,3,09:14:10,232
3660,34,0,1,Sales,1,2,0,2,Research Scientist,86210,1,17,1,5,1,5,0,0,1,3,3,05:40:11,232
3661,40,0,2,Research & Development,3,3,0,2,Sales Executive,45770,5,11,1,15,3,12,11,8,2,3,2,05:49:37,233
3662,34,0,2,Research & Development,5,3,0,1,Research Scientist,45530,4,18,1,10,2,8,7,7,2,3,4,06:32:39,238
